ready_queue_size: 18, ref_start_time: 2088800038043827, ref_stop_time: 2088800068830882, sheduling_overhead: 30787055 ns
ready_queue_size: 1, ref_start_time: 2088809192844850, ref_stop_time: 2088809192952370, sheduling_overhead: 107520 ns
ready_queue_size: 1, ref_start_time: 2088809193184720, ref_stop_time: 2088809193228520, sheduling_overhead: 43800 ns
ready_queue_size: 2, ref_start_time: 2088809193428680, ref_stop_time: 2088809196083351, sheduling_overhead: 2654671 ns
ready_queue_size: 1, ref_start_time: 2088809200653821, ref_stop_time: 2088809201850671, sheduling_overhead: 1196850 ns
ready_queue_size: 1, ref_start_time: 2088809202088062, ref_stop_time: 2088809202253632, sheduling_overhead: 165570 ns
ready_queue_size: 1, ref_start_time: 2088809202462462, ref_stop_time: 2088809202853272, sheduling_overhead: 390810 ns
ready_queue_size: 2, ref_start_time: 2088809203393242, ref_stop_time: 2088809203699422, sheduling_overhead: 306180 ns
ready_queue_size: 1, ref_start_time: 2088809208815293, ref_stop_time: 2088809209576543, sheduling_overhead: 761250 ns
ready_queue_size: 1, ref_start_time: 2088809209735423, ref_stop_time: 2088809209784983, sheduling_overhead: 49560 ns
ready_queue_size: 1, ref_start_time: 2088809209943293, ref_stop_time: 2088809210149903, sheduling_overhead: 206610 ns
ready_queue_size: 1, ref_start_time: 2088809210489623, ref_stop_time: 2088809211112363, sheduling_overhead: 622740 ns
ready_queue_size: 1, ref_start_time: 2088809211266683, ref_stop_time: 2088809211376933, sheduling_overhead: 110250 ns
ready_queue_size: 1, ref_start_time: 2088809211707503, ref_stop_time: 2088809212115293, sheduling_overhead: 407790 ns
ready_queue_size: 1, ref_start_time: 2088809212259833, ref_stop_time: 2088809212450783, sheduling_overhead: 190950 ns
ready_queue_size: 1, ref_start_time: 2088809213206033, ref_stop_time: 2088809213246443, sheduling_overhead: 40410 ns
ready_queue_size: 1, ref_start_time: 2088809213316823, ref_stop_time: 2088809213349133, sheduling_overhead: 32310 ns
ready_queue_size: 1, ref_start_time: 2088809213394853, ref_stop_time: 2088809213458633, sheduling_overhead: 63780 ns
ready_queue_size: 1, ref_start_time: 2088809216295764, ref_stop_time: 2088809216822264, sheduling_overhead: 526500 ns
ready_queue_size: 1, ref_start_time: 2088809217132524, ref_stop_time: 2088809217369044, sheduling_overhead: 236520 ns
ready_queue_size: 2, ref_start_time: 2088809218356164, ref_stop_time: 2088809218665914, sheduling_overhead: 309750 ns
ready_queue_size: 1, ref_start_time: 2088809218911104, ref_stop_time: 2088809218998134, sheduling_overhead: 87030 ns
ready_queue_size: 1, ref_start_time: 2088809219548544, ref_stop_time: 2088809219750384, sheduling_overhead: 201840 ns
ready_queue_size: 2, ref_start_time: 2088809220372374, ref_stop_time: 2088809220731415, sheduling_overhead: 359041 ns
ready_queue_size: 1, ref_start_time: 2088809221364595, ref_stop_time: 2088809221564515, sheduling_overhead: 199920 ns
ready_queue_size: 1, ref_start_time: 2088809221879245, ref_stop_time: 2088809222001225, sheduling_overhead: 121980 ns
ready_queue_size: 1, ref_start_time: 2088809222259255, ref_stop_time: 2088809222717025, sheduling_overhead: 457770 ns
ready_queue_size: 1, ref_start_time: 2088809223093915, ref_stop_time: 2088809223598815, sheduling_overhead: 504900 ns
ready_queue_size: 1, ref_start_time: 2088809223970305, ref_stop_time: 2088809224026345, sheduling_overhead: 56040 ns
ready_queue_size: 1, ref_start_time: 2088809224361145, ref_stop_time: 2088809224681335, sheduling_overhead: 320190 ns
ready_queue_size: 1, ref_start_time: 2088809225154765, ref_stop_time: 2088809225515725, sheduling_overhead: 360960 ns
ready_queue_size: 1, ref_start_time: 2088809228810686, ref_stop_time: 2088809229174646, sheduling_overhead: 363960 ns
ready_queue_size: 1, ref_start_time: 2088809229317176, ref_stop_time: 2088809229367186, sheduling_overhead: 50010 ns
ready_queue_size: 1, ref_start_time: 2088809232784276, ref_stop_time: 2088809232846376, sheduling_overhead: 62100 ns
ready_queue_size: 1, ref_start_time: 2088809233285877, ref_stop_time: 2088809233396367, sheduling_overhead: 110490 ns
ready_queue_size: 1, ref_start_time: 2088809236150367, ref_stop_time: 2088809236763387, sheduling_overhead: 613020 ns
ready_queue_size: 1, ref_start_time: 2088809237087627, ref_stop_time: 2088809238515177, sheduling_overhead: 1427550 ns
ready_queue_size: 1, ref_start_time: 2088809238800837, ref_stop_time: 2088809238997967, sheduling_overhead: 197130 ns
ready_queue_size: 3, ref_start_time: 2088809239795638, ref_stop_time: 2088809240362488, sheduling_overhead: 566850 ns
ready_queue_size: 1, ref_start_time: 2088809240535978, ref_stop_time: 2088809240987988, sheduling_overhead: 452010 ns
ready_queue_size: 1, ref_start_time: 2088809241234108, ref_stop_time: 2088809241437448, sheduling_overhead: 203340 ns
ready_queue_size: 1, ref_start_time: 2088809241793548, ref_stop_time: 2088809241896448, sheduling_overhead: 102900 ns
ready_queue_size: 2, ref_start_time: 2088809242436628, ref_stop_time: 2088809242793688, sheduling_overhead: 357060 ns
ready_queue_size: 1, ref_start_time: 2088809243070978, ref_stop_time: 2088809243192748, sheduling_overhead: 121770 ns
ready_queue_size: 1, ref_start_time: 2088809243543448, ref_stop_time: 2088809243907498, sheduling_overhead: 364050 ns
ready_queue_size: 1, ref_start_time: 2088809244101508, ref_stop_time: 2088809244207288, sheduling_overhead: 105780 ns
ready_queue_size: 1, ref_start_time: 2088809244467508, ref_stop_time: 2088809245398408, sheduling_overhead: 930900 ns
ready_queue_size: 1, ref_start_time: 2088809245549969, ref_stop_time: 2088809246184079, sheduling_overhead: 634110 ns
ready_queue_size: 1, ref_start_time: 2088809246515399, ref_stop_time: 2088809246748289, sheduling_overhead: 232890 ns
ready_queue_size: 1, ref_start_time: 2088809247290599, ref_stop_time: 2088809247395659, sheduling_overhead: 105060 ns
ready_queue_size: 1, ref_start_time: 2088809247616609, ref_stop_time: 2088809247810379, sheduling_overhead: 193770 ns
ready_queue_size: 1, ref_start_time: 2088809248229269, ref_stop_time: 2088809248470589, sheduling_overhead: 241320 ns
ready_queue_size: 1, ref_start_time: 2088809248627759, ref_stop_time: 2088809249221069, sheduling_overhead: 593310 ns
ready_queue_size: 1, ref_start_time: 2088809249382049, ref_stop_time: 2088809249866399, sheduling_overhead: 484350 ns
ready_queue_size: 1, ref_start_time: 2088809250297619, ref_stop_time: 2088809250498889, sheduling_overhead: 201270 ns
ready_queue_size: 3, ref_start_time: 2088809250739249, ref_stop_time: 2088809251479649, sheduling_overhead: 740400 ns
ready_queue_size: 1, ref_start_time: 2088809251774160, ref_stop_time: 2088809252613410, sheduling_overhead: 839250 ns
ready_queue_size: 1, ref_start_time: 2088809253755750, ref_stop_time: 2088809253952700, sheduling_overhead: 196950 ns
ready_queue_size: 5, ref_start_time: 2088809255259500, ref_stop_time: 2088809259561021, sheduling_overhead: 4301521 ns
ready_queue_size: 1, ref_start_time: 2088809259726711, ref_stop_time: 2088809260046811, sheduling_overhead: 320100 ns
ready_queue_size: 1, ref_start_time: 2088809264938342, ref_stop_time: 2088809265518932, sheduling_overhead: 580590 ns
ready_queue_size: 1, ref_start_time: 2088809266028062, ref_stop_time: 2088809266191802, sheduling_overhead: 163740 ns
ready_queue_size: 1, ref_start_time: 2088809266525522, ref_stop_time: 2088809266654732, sheduling_overhead: 129210 ns
ready_queue_size: 1, ref_start_time: 2088809267152252, ref_stop_time: 2088809267261602, sheduling_overhead: 109350 ns
ready_queue_size: 3, ref_start_time: 2088809268116872, ref_stop_time: 2088809268549232, sheduling_overhead: 432360 ns
ready_queue_size: 1, ref_start_time: 2088809268810442, ref_stop_time: 2088809269532902, sheduling_overhead: 722460 ns
ready_queue_size: 1, ref_start_time: 2088809269993372, ref_stop_time: 2088809270195182, sheduling_overhead: 201810 ns
ready_queue_size: 1, ref_start_time: 2088809270541143, ref_stop_time: 2088809270647133, sheduling_overhead: 105990 ns
ready_queue_size: 1, ref_start_time: 2088809274290243, ref_stop_time: 2088809277833844, sheduling_overhead: 3543601 ns
ready_queue_size: 1, ref_start_time: 2088809278282044, ref_stop_time: 2088809278396764, sheduling_overhead: 114720 ns
ready_queue_size: 1, ref_start_time: 2088809278565064, ref_stop_time: 2088809279189964, sheduling_overhead: 624900 ns
ready_queue_size: 1, ref_start_time: 2088809279899524, ref_stop_time: 2088809280011694, sheduling_overhead: 112170 ns
ready_queue_size: 1, ref_start_time: 2088809280426924, ref_stop_time: 2088809280500034, sheduling_overhead: 73110 ns
ready_queue_size: 1, ref_start_time: 2088809281002714, ref_stop_time: 2088809284621105, sheduling_overhead: 3618391 ns
ready_queue_size: 1, ref_start_time: 2088809284844125, ref_stop_time: 2088809285194375, sheduling_overhead: 350250 ns
ready_queue_size: 2, ref_start_time: 2088809285490685, ref_stop_time: 2088809286374245, sheduling_overhead: 883560 ns
ready_queue_size: 1, ref_start_time: 2088809286600685, ref_stop_time: 2088809286801655, sheduling_overhead: 200970 ns
ready_queue_size: 1, ref_start_time: 2088809286999985, ref_stop_time: 2088809287198795, sheduling_overhead: 198810 ns
ready_queue_size: 1, ref_start_time: 2088809287538725, ref_stop_time: 2088809288319745, sheduling_overhead: 781020 ns
ready_queue_size: 1, ref_start_time: 2088809288894965, ref_stop_time: 2088809289013286, sheduling_overhead: 118321 ns
ready_queue_size: 2, ref_start_time: 2088809289469946, ref_stop_time: 2088809289975656, sheduling_overhead: 505710 ns
ready_queue_size: 1, ref_start_time: 2088809290496696, ref_stop_time: 2088809290689656, sheduling_overhead: 192960 ns
ready_queue_size: 1, ref_start_time: 2088809291034176, ref_stop_time: 2088809291231156, sheduling_overhead: 196980 ns
ready_queue_size: 1, ref_start_time: 2088809291582276, ref_stop_time: 2088809291687876, sheduling_overhead: 105600 ns
ready_queue_size: 1, ref_start_time: 2088809292009566, ref_stop_time: 2088809292129086, sheduling_overhead: 119520 ns
ready_queue_size: 1, ref_start_time: 2088809292417806, ref_stop_time: 2088809292547766, sheduling_overhead: 129960 ns
ready_queue_size: 1, ref_start_time: 2088809294260256, ref_stop_time: 2088809294651636, sheduling_overhead: 391380 ns
ready_queue_size: 1, ref_start_time: 2088809296840707, ref_stop_time: 2088809297156217, sheduling_overhead: 315510 ns
ready_queue_size: 1, ref_start_time: 2088809297298297, ref_stop_time: 2088809300535207, sheduling_overhead: 3236910 ns
ready_queue_size: 2, ref_start_time: 2088809301564088, ref_stop_time: 2088809301725308, sheduling_overhead: 161220 ns
ready_queue_size: 2, ref_start_time: 2088809308730549, ref_stop_time: 2088809309444729, sheduling_overhead: 714180 ns
ready_queue_size: 1, ref_start_time: 2088809309605169, ref_stop_time: 2088809309801009, sheduling_overhead: 195840 ns
ready_queue_size: 1, ref_start_time: 2088809310318299, ref_stop_time: 2088809310533669, sheduling_overhead: 215370 ns
ready_queue_size: 1, ref_start_time: 2088809311217039, ref_stop_time: 2088809311323179, sheduling_overhead: 106140 ns
ready_queue_size: 1, ref_start_time: 2088809311680329, ref_stop_time: 2088809312381639, sheduling_overhead: 701310 ns
ready_queue_size: 1, ref_start_time: 2088809312716229, ref_stop_time: 2088809312786999, sheduling_overhead: 70770 ns
ready_queue_size: 1, ref_start_time: 2088809313003149, ref_stop_time: 2088809313234659, sheduling_overhead: 231510 ns
ready_queue_size: 1, ref_start_time: 2088809313462269, ref_stop_time: 2088809314035390, sheduling_overhead: 573121 ns
ready_queue_size: 1, ref_start_time: 2088809314156740, ref_stop_time: 2088809314224690, sheduling_overhead: 67950 ns
ready_queue_size: 1, ref_start_time: 2088809315538060, ref_stop_time: 2088809315759040, sheduling_overhead: 220980 ns
ready_queue_size: 1, ref_start_time: 2088809316472110, ref_stop_time: 2088809316705900, sheduling_overhead: 233790 ns
ready_queue_size: 1, ref_start_time: 2088809317089030, ref_stop_time: 2088809317722420, sheduling_overhead: 633390 ns
ready_queue_size: 1, ref_start_time: 2088809318205630, ref_stop_time: 2088809318410410, sheduling_overhead: 204780 ns
ready_queue_size: 1, ref_start_time: 2088809318715000, ref_stop_time: 2088809318895870, sheduling_overhead: 180870 ns
ready_queue_size: 1, ref_start_time: 2088809319000150, ref_stop_time: 2088809319184770, sheduling_overhead: 184620 ns
ready_queue_size: 3, ref_start_time: 2088809319774570, ref_stop_time: 2088809320936351, sheduling_overhead: 1161781 ns
ready_queue_size: 1, ref_start_time: 2088809321400691, ref_stop_time: 2088809321591161, sheduling_overhead: 190470 ns
ready_queue_size: 1, ref_start_time: 2088809321818771, ref_stop_time: 2088809322634171, sheduling_overhead: 815400 ns
ready_queue_size: 1, ref_start_time: 2088809322760681, ref_stop_time: 2088809322886741, sheduling_overhead: 126060 ns
ready_queue_size: 1, ref_start_time: 2088809323209151, ref_stop_time: 2088809323430611, sheduling_overhead: 221460 ns
ready_queue_size: 1, ref_start_time: 2088809323606951, ref_stop_time: 2088809324198071, sheduling_overhead: 591120 ns
ready_queue_size: 1, ref_start_time: 2088809324670421, ref_stop_time: 2088809324707951, sheduling_overhead: 37530 ns
ready_queue_size: 1, ref_start_time: 2088809325121531, ref_stop_time: 2088809325316591, sheduling_overhead: 195060 ns
ready_queue_size: 5, ref_start_time: 2088809326451522, ref_stop_time: 2088809329559552, sheduling_overhead: 3108030 ns
ready_queue_size: 2, ref_start_time: 2088809332984203, ref_stop_time: 2088809333684433, sheduling_overhead: 700230 ns
ready_queue_size: 1, ref_start_time: 2088809333974923, ref_stop_time: 2088809334030933, sheduling_overhead: 56010 ns
ready_queue_size: 1, ref_start_time: 2088809334392163, ref_stop_time: 2088809337513363, sheduling_overhead: 3121200 ns
ready_queue_size: 1, ref_start_time: 2088809337819573, ref_stop_time: 2088809338264833, sheduling_overhead: 445260 ns
ready_queue_size: 1, ref_start_time: 2088809338707574, ref_stop_time: 2088809338886344, sheduling_overhead: 178770 ns
ready_queue_size: 1, ref_start_time: 2088809339125324, ref_stop_time: 2088809339230984, sheduling_overhead: 105660 ns
ready_queue_size: 1, ref_start_time: 2088809339966344, ref_stop_time: 2088809340087724, sheduling_overhead: 121380 ns
ready_queue_size: 1, ref_start_time: 2088809340903664, ref_stop_time: 2088809341168114, sheduling_overhead: 264450 ns
ready_queue_size: 1, ref_start_time: 2088809341686424, ref_stop_time: 2088809342076214, sheduling_overhead: 389790 ns
ready_queue_size: 1, ref_start_time: 2088809342367004, ref_stop_time: 2088809342423164, sheduling_overhead: 56160 ns
ready_queue_size: 1, ref_start_time: 2088809342733394, ref_stop_time: 2088809342852884, sheduling_overhead: 119490 ns
ready_queue_size: 1, ref_start_time: 2088809343114694, ref_stop_time: 2088809343313654, sheduling_overhead: 198960 ns
ready_queue_size: 1, ref_start_time: 2088809343424084, ref_stop_time: 2088809343980464, sheduling_overhead: 556380 ns
ready_queue_size: 3, ref_start_time: 2088809347137665, ref_stop_time: 2088809347699985, sheduling_overhead: 562320 ns
ready_queue_size: 1, ref_start_time: 2088809352633336, ref_stop_time: 2088809353078086, sheduling_overhead: 444750 ns
ready_queue_size: 1, ref_start_time: 2088809353536546, ref_stop_time: 2088809353881606, sheduling_overhead: 345060 ns
ready_queue_size: 1, ref_start_time: 2088809354283336, ref_stop_time: 2088809354405196, sheduling_overhead: 121860 ns
ready_queue_size: 20, ref_start_time: 2088809356992366, ref_stop_time: 2088809363701538, sheduling_overhead: 6709172 ns
ready_queue_size: 1, ref_start_time: 2088809364371648, ref_stop_time: 2088809364603008, sheduling_overhead: 231360 ns
ready_queue_size: 1, ref_start_time: 2088809364878378, ref_stop_time: 2088809365218758, sheduling_overhead: 340380 ns
ready_queue_size: 2, ref_start_time: 2088809366096378, ref_stop_time: 2088809366763758, sheduling_overhead: 667380 ns
ready_queue_size: 1, ref_start_time: 2088809367019538, ref_stop_time: 2088809367217358, sheduling_overhead: 197820 ns
ready_queue_size: 1, ref_start_time: 2088809367546548, ref_stop_time: 2088809367652958, sheduling_overhead: 106410 ns
ready_queue_size: 1, ref_start_time: 2088809367760268, ref_stop_time: 2088809367970418, sheduling_overhead: 210150 ns
ready_queue_size: 1, ref_start_time: 2088809368417028, ref_stop_time: 2088809368559828, sheduling_overhead: 142800 ns
ready_queue_size: 1, ref_start_time: 2088809368855988, ref_stop_time: 2088809369053718, sheduling_overhead: 197730 ns
ready_queue_size: 1, ref_start_time: 2088809369229038, ref_stop_time: 2088809369700338, sheduling_overhead: 471300 ns
ready_queue_size: 2, ref_start_time: 2088809369848899, ref_stop_time: 2088809370531789, sheduling_overhead: 682890 ns
ready_queue_size: 1, ref_start_time: 2088809370777639, ref_stop_time: 2088809370886119, sheduling_overhead: 108480 ns
ready_queue_size: 1, ref_start_time: 2088809371227039, ref_stop_time: 2088809371709739, sheduling_overhead: 482700 ns
ready_queue_size: 1, ref_start_time: 2088809372214369, ref_stop_time: 2088809372415699, sheduling_overhead: 201330 ns
ready_queue_size: 1, ref_start_time: 2088809372571549, ref_stop_time: 2088809372769759, sheduling_overhead: 198210 ns
ready_queue_size: 1, ref_start_time: 2088809373398379, ref_stop_time: 2088809373627519, sheduling_overhead: 229140 ns
ready_queue_size: 1, ref_start_time: 2088809374108569, ref_stop_time: 2088809374302459, sheduling_overhead: 193890 ns
ready_queue_size: 1, ref_start_time: 2088809374601049, ref_stop_time: 2088809374788399, sheduling_overhead: 187350 ns
ready_queue_size: 1, ref_start_time: 2088809374995429, ref_stop_time: 2088809375198709, sheduling_overhead: 203280 ns
ready_queue_size: 1, ref_start_time: 2088809375271069, ref_stop_time: 2088809375974060, sheduling_overhead: 702991 ns
ready_queue_size: 1, ref_start_time: 2088809376803410, ref_stop_time: 2088809377618930, sheduling_overhead: 815520 ns
ready_queue_size: 1, ref_start_time: 2088809377866970, ref_stop_time: 2088809377995310, sheduling_overhead: 128340 ns
ready_queue_size: 3, ref_start_time: 2088809378744980, ref_stop_time: 2088809379871870, sheduling_overhead: 1126890 ns
ready_queue_size: 1, ref_start_time: 2088809380230070, ref_stop_time: 2088809380332730, sheduling_overhead: 102660 ns
ready_queue_size: 1, ref_start_time: 2088809380906930, ref_stop_time: 2088809381119930, sheduling_overhead: 213000 ns
ready_queue_size: 1, ref_start_time: 2088809381431150, ref_stop_time: 2088809381956210, sheduling_overhead: 525060 ns
ready_queue_size: 1, ref_start_time: 2088809382692771, ref_stop_time: 2088809382894371, sheduling_overhead: 201600 ns
ready_queue_size: 1, ref_start_time: 2088809383142591, ref_stop_time: 2088809383623311, sheduling_overhead: 480720 ns
ready_queue_size: 1, ref_start_time: 2088809384053751, ref_stop_time: 2088809384199851, sheduling_overhead: 146100 ns
ready_queue_size: 1, ref_start_time: 2088809384449721, ref_stop_time: 2088809384582831, sheduling_overhead: 133110 ns
ready_queue_size: 1, ref_start_time: 2088809384850671, ref_stop_time: 2088809385400031, sheduling_overhead: 549360 ns
ready_queue_size: 1, ref_start_time: 2088809386014911, ref_stop_time: 2088809386079831, sheduling_overhead: 64920 ns
ready_queue_size: 1, ref_start_time: 2088809386363121, ref_stop_time: 2088809386967381, sheduling_overhead: 604260 ns
ready_queue_size: 1, ref_start_time: 2088809387701331, ref_stop_time: 2088809388063101, sheduling_overhead: 361770 ns
ready_queue_size: 1, ref_start_time: 2088809388451872, ref_stop_time: 2088809388701952, sheduling_overhead: 250080 ns
ready_queue_size: 1, ref_start_time: 2088809389058502, ref_stop_time: 2088809389217322, sheduling_overhead: 158820 ns
ready_queue_size: 1, ref_start_time: 2088809389305942, ref_stop_time: 2088809389527072, sheduling_overhead: 221130 ns
ready_queue_size: 2, ref_start_time: 2088809390089632, ref_stop_time: 2088809390753502, sheduling_overhead: 663870 ns
ready_queue_size: 1, ref_start_time: 2088809391045492, ref_stop_time: 2088809391162642, sheduling_overhead: 117150 ns
ready_queue_size: 2, ref_start_time: 2088809391887682, ref_stop_time: 2088809392092282, sheduling_overhead: 204600 ns
ready_queue_size: 2, ref_start_time: 2088809393021382, ref_stop_time: 2088809393310342, sheduling_overhead: 288960 ns
ready_queue_size: 1, ref_start_time: 2088809394020262, ref_stop_time: 2088809394072312, sheduling_overhead: 52050 ns
ready_queue_size: 1, ref_start_time: 2088809394315972, ref_stop_time: 2088809394423012, sheduling_overhead: 107040 ns
ready_queue_size: 1, ref_start_time: 2088809394664723, ref_stop_time: 2088809395382293, sheduling_overhead: 717570 ns
ready_queue_size: 1, ref_start_time: 2088809395537483, ref_stop_time: 2088809396086663, sheduling_overhead: 549180 ns
ready_queue_size: 4, ref_start_time: 2088809397192853, ref_stop_time: 2088809398304563, sheduling_overhead: 1111710 ns
ready_queue_size: 1, ref_start_time: 2088809398564333, ref_stop_time: 2088809398955113, sheduling_overhead: 390780 ns
ready_queue_size: 1, ref_start_time: 2088809399281063, ref_stop_time: 2088809399388103, sheduling_overhead: 107040 ns
ready_queue_size: 1, ref_start_time: 2088809399467303, ref_stop_time: 2088809399680723, sheduling_overhead: 213420 ns
ready_queue_size: 1, ref_start_time: 2088809400083083, ref_stop_time: 2088809400567163, sheduling_overhead: 484080 ns
ready_queue_size: 1, ref_start_time: 2088809401167944, ref_stop_time: 2088809409028755, sheduling_overhead: 7860811 ns
ready_queue_size: 1, ref_start_time: 2088809409181035, ref_stop_time: 2088809409406605, sheduling_overhead: 225570 ns
ready_queue_size: 1, ref_start_time: 2088809409709665, ref_stop_time: 2088809410027035, sheduling_overhead: 317370 ns
ready_queue_size: 1, ref_start_time: 2088809410286355, ref_stop_time: 2088809410386855, sheduling_overhead: 100500 ns
ready_queue_size: 1, ref_start_time: 2088809410705755, ref_stop_time: 2088809410804845, sheduling_overhead: 99090 ns
ready_queue_size: 1, ref_start_time: 2088809414181946, ref_stop_time: 2088809414308366, sheduling_overhead: 126420 ns
ready_queue_size: 1, ref_start_time: 2088809414649976, ref_stop_time: 2088809414958616, sheduling_overhead: 308640 ns
ready_queue_size: 1, ref_start_time: 2088809415773806, ref_stop_time: 2088809416627666, sheduling_overhead: 853860 ns
ready_queue_size: 1, ref_start_time: 2088809416863106, ref_stop_time: 2088809416918096, sheduling_overhead: 54990 ns
ready_queue_size: 1, ref_start_time: 2088809417275756, ref_stop_time: 2088809417384116, sheduling_overhead: 108360 ns
ready_queue_size: 1, ref_start_time: 2088809417697676, ref_stop_time: 2088809418103306, sheduling_overhead: 405630 ns
ready_queue_size: 1, ref_start_time: 2088809418586846, ref_stop_time: 2088809419170436, sheduling_overhead: 583590 ns
ready_queue_size: 1, ref_start_time: 2088809419285876, ref_stop_time: 2088809419396006, sheduling_overhead: 110130 ns
ready_queue_size: 1, ref_start_time: 2088809419636037, ref_stop_time: 2088809419808747, sheduling_overhead: 172710 ns
ready_queue_size: 1, ref_start_time: 2088809420028557, ref_stop_time: 2088809420440427, sheduling_overhead: 411870 ns
ready_queue_size: 1, ref_start_time: 2088809425093787, ref_stop_time: 2088809425330937, sheduling_overhead: 237150 ns
ready_queue_size: 1, ref_start_time: 2088809425670508, ref_stop_time: 2088809426290758, sheduling_overhead: 620250 ns
ready_queue_size: 1, ref_start_time: 2088809426427498, ref_stop_time: 2088809426460558, sheduling_overhead: 33060 ns
ready_queue_size: 1, ref_start_time: 2088809427134058, ref_stop_time: 2088809427183588, sheduling_overhead: 49530 ns
ready_queue_size: 8, ref_start_time: 2088809430063738, ref_stop_time: 2088809435539399, sheduling_overhead: 5475661 ns
ready_queue_size: 4, ref_start_time: 2088809436540409, ref_stop_time: 2088809437492249, sheduling_overhead: 951840 ns
ready_queue_size: 1, ref_start_time: 2088809441206580, ref_stop_time: 2088809441438120, sheduling_overhead: 231540 ns
ready_queue_size: 1, ref_start_time: 2088809441678330, ref_stop_time: 2088809441850050, sheduling_overhead: 171720 ns
ready_queue_size: 1, ref_start_time: 2088809442134690, ref_stop_time: 2088809442890930, sheduling_overhead: 756240 ns
ready_queue_size: 1, ref_start_time: 2088809443338590, ref_stop_time: 2088809443448090, sheduling_overhead: 109500 ns
ready_queue_size: 1, ref_start_time: 2088809444108870, ref_stop_time: 2088809444310381, sheduling_overhead: 201511 ns
ready_queue_size: 1, ref_start_time: 2088809448601821, ref_stop_time: 2088809448669051, sheduling_overhead: 67230 ns
ready_queue_size: 1, ref_start_time: 2088809448782301, ref_stop_time: 2088809448813711, sheduling_overhead: 31410 ns
ready_queue_size: 1, ref_start_time: 2088809449503501, ref_stop_time: 2088809449707891, sheduling_overhead: 204390 ns
ready_queue_size: 1, ref_start_time: 2088809450276631, ref_stop_time: 2088809450409621, sheduling_overhead: 132990 ns
ready_queue_size: 1, ref_start_time: 2088809450783812, ref_stop_time: 2088809451444682, sheduling_overhead: 660870 ns
ready_queue_size: 1, ref_start_time: 2088809451667132, ref_stop_time: 2088809451722602, sheduling_overhead: 55470 ns
ready_queue_size: 1, ref_start_time: 2088809452197832, ref_stop_time: 2088809452443352, sheduling_overhead: 245520 ns
ready_queue_size: 1, ref_start_time: 2088809452715902, ref_stop_time: 2088809452825042, sheduling_overhead: 109140 ns
ready_queue_size: 1, ref_start_time: 2088809453125822, ref_stop_time: 2088809453446432, sheduling_overhead: 320610 ns
ready_queue_size: 1, ref_start_time: 2088809454126472, ref_stop_time: 2088809454829492, sheduling_overhead: 703020 ns
ready_queue_size: 1, ref_start_time: 2088809455103962, ref_stop_time: 2088809455289392, sheduling_overhead: 185430 ns
ready_queue_size: 1, ref_start_time: 2088809455814962, ref_stop_time: 2088809456007352, sheduling_overhead: 192390 ns
ready_queue_size: 1, ref_start_time: 2088809457145913, ref_stop_time: 2088809457346643, sheduling_overhead: 200730 ns
ready_queue_size: 1, ref_start_time: 2088809457648923, ref_stop_time: 2088809457785723, sheduling_overhead: 136800 ns
ready_queue_size: 1, ref_start_time: 2088809458099433, ref_stop_time: 2088809458550423, sheduling_overhead: 450990 ns
ready_queue_size: 1, ref_start_time: 2088809458979333, ref_stop_time: 2088809459171513, sheduling_overhead: 192180 ns
ready_queue_size: 2, ref_start_time: 2088809460046343, ref_stop_time: 2088809461132403, sheduling_overhead: 1086060 ns
ready_queue_size: 1, ref_start_time: 2088809461373063, ref_stop_time: 2088809461690643, sheduling_overhead: 317580 ns
ready_queue_size: 1, ref_start_time: 2088809461937693, ref_stop_time: 2088809462221943, sheduling_overhead: 284250 ns
ready_queue_size: 1, ref_start_time: 2088809462650343, ref_stop_time: 2088809462764913, sheduling_overhead: 114570 ns
ready_queue_size: 1, ref_start_time: 2088809463510474, ref_stop_time: 2088809463869724, sheduling_overhead: 359250 ns
ready_queue_size: 1, ref_start_time: 2088809464458954, ref_stop_time: 2088809464975044, sheduling_overhead: 516090 ns
ready_queue_size: 1, ref_start_time: 2088809466601404, ref_stop_time: 2088809466712104, sheduling_overhead: 110700 ns
ready_queue_size: 1, ref_start_time: 2088809467042134, ref_stop_time: 2088809467233354, sheduling_overhead: 191220 ns
ready_queue_size: 1, ref_start_time: 2088809467482174, ref_stop_time: 2088809467666224, sheduling_overhead: 184050 ns
ready_queue_size: 1, ref_start_time: 2088809467923714, ref_stop_time: 2088809469032874, sheduling_overhead: 1109160 ns
ready_queue_size: 1, ref_start_time: 2088809473258165, ref_stop_time: 2088809473662145, sheduling_overhead: 403980 ns
ready_queue_size: 4, ref_start_time: 2088809474631355, ref_stop_time: 2088809474879275, sheduling_overhead: 247920 ns
ready_queue_size: 1, ref_start_time: 2088809475303505, ref_stop_time: 2088809475638906, sheduling_overhead: 335401 ns
ready_queue_size: 1, ref_start_time: 2088809475811826, ref_stop_time: 2088809476110056, sheduling_overhead: 298230 ns
ready_queue_size: 1, ref_start_time: 2088809476638416, ref_stop_time: 2088809476689896, sheduling_overhead: 51480 ns
ready_queue_size: 1, ref_start_time: 2088809477019866, ref_stop_time: 2088809477071196, sheduling_overhead: 51330 ns
ready_queue_size: 1, ref_start_time: 2088809477238896, ref_stop_time: 2088809477289836, sheduling_overhead: 50940 ns
ready_queue_size: 1, ref_start_time: 2088809477498216, ref_stop_time: 2088809477876546, sheduling_overhead: 378330 ns
